Time,Strain_Energy,Surface_Energy,crack_tip_x,crack_tip_y
51.1,0.10733992274167042,0.43270296789865836,0.07737500000000001,0.025625
51.11000000000001,0.10727308197061178,0.4328011513833195,0.07737500000000001,0.025625
51.12,0.1072169918285405,0.4328991384000569,0.07737500000000001,0.025625
51.13,0.10717822944391366,0.43299689331837415,0.07737500000000001,0.025625
51.14,0.1071454789829901,0.43309386527581806,0.07737500000000001,0.025625
51.150000000000006,0.10710189847967322,0.43319095752765374,0.07737500000000001,0.025625
51.16,0.10704391862098395,0.43328839900397337,0.0775,0.025750000000000002
51.17,0.1069903414159338,0.43338590081628486,0.0775,0.025750000000000002
51.18,0.10695409195383315,0.4334834280061996,0.0775,0.025750000000000002
51.190000000000005,0.10692731962725806,0.43358065303057935,0.0775,0.025750000000000002
51.199999999999996,0.1068960907640678,0.4336783774304951,0.0775,0.025750000000000002
51.21,0.10685929342935989,0.4337759337021227,0.0775,0.025750000000000002
51.22,0.10682858953644227,0.43387334616456036,0.0775,0.025750000000000002
51.230000000000004,0.10680394464759099,0.4339712113445304,0.0775,0.025750000000000002
51.24,0.10677415293087525,0.434068709836386,0.0775,0.025750000000000002
51.25,0.10674230019859145,0.43416582290267514,0.0775,0.025750000000000002
51.26,0.1067141551561922,0.4342627473595354,0.0775,0.025750000000000002
51.27,0.10668181999387888,0.43435967804085945,0.0775,0.025750000000000002
51.28,0.10665125707958426,0.4344576667589688,0.0775,0.025750000000000002
51.29,0.10663699794917257,0.4345566799377342,0.0775,0.025750000000000002
51.3,0.10662464323903018,0.43465540258166174,0.077625,0.025875
51.31,0.10659688716704253,0.4347538184264086,0.077625,0.025875
51.32,0.10656105425812143,0.434852351399278,0.077625,0.025875
51.33,0.10653177490669959,0.4349514577401903,0.077625,0.025875
51.339999999999996,0.10651061933386624,0.4350518627898686,0.077625,0.025875
51.35,0.10649180389398702,0.4351536593587747,0.077625,0.025875
51.36,0.10646922904433884,0.43525545152668216,0.077625,0.025875
51.37,0.10644820381852144,0.43535723734081455,0.077625,0.025875
51.38,0.10643633523011506,0.4354585908687226,0.077625,0.025875
51.39,0.10642759148622853,0.4355595092392555,0.077625,0.025875
51.400000000000006,0.10641597997678685,0.43565997539804074,0.077625,0.025875
51.410000000000004,0.10640388200240244,0.4357604609607158,0.077625,0.025875
51.42,0.10639596766218633,0.43586131731219857,0.077625,0.025875
51.43,0.10639109089191551,0.4359622636406392,0.077625,0.025875
51.440000000000005,0.10638073085785173,0.4360634156067502,0.077625,0.025875
51.45,0.10636589756146346,0.4361642564091534,0.07775,0.026000000000000002
51.46,0.10636054129383347,0.4362646800839836,0.07775,0.026000000000000002
51.47,0.10636370989881694,0.4363643912901069,0.07775,0.026000000000000002
51.480000000000004,0.10635737382352323,0.43646466646057,0.07775,0.026000000000000002
51.49,0.10634212805538663,0.4365651257118238,0.07775,0.026000000000000002
51.5,0.10632477815310225,0.4366655469688415,0.07775,0.026000000000000002
51.51,0.10630807132121442,0.43676695375620544,0.07775,0.026000000000000002
51.52,0.10629457756549239,0.43686853587330393,0.07775,0.026000000000000002
51.53,0.10627967477453065,0.43696997199213145,0.07775,0.026000000000000002
51.54,0.10626019243344115,0.4370711904888771,0.07775,0.026000000000000002
51.55,0.10624229740945534,0.43717255972383623,0.07775,0.026000000000000002
51.56,0.1062255724120412,0.4372740081228706,0.07775,0.026000000000000002
51.57,0.10620124447730826,0.4373759356157761,0.07775,0.026000000000000002
51.580000000000005,0.10617041546017225,0.43747891357773233,0.07775,0.026000000000000002
51.589999999999996,0.1061388620240425,0.4375820761781229,0.07775,0.026000000000000002
51.6,0.10611649532824319,0.43768554851035857,0.07775,0.026000000000000002
51.61,0.10610894350260575,0.43778929252665205,0.077875,0.026125
51.620000000000005,0.10610069285061872,0.4378923144714411,0.077875,0.026125
51.629999999999995,0.10607254797931483,0.4379948984666617,0.077875,0.026125
51.64,0.10603928813241696,0.43809770428965417,0.077875,0.026125
51.65,0.10601608366957538,0.43820044959595134,0.077875,0.026125
51.660000000000004,0.10599670853716346,0.4383031419111484,0.077875,0.026125
51.67,0.10597762578964222,0.4384064423226143,0.077875,0.026125
51.68,0.1059548397864797,0.43850960800703825,0.077875,0.026125
51.690000000000005,0.10592363109394454,0.4386134059242399,0.077875,0.025875
51.7,0.10589332872031318,0.43871818741301416,0.077875,0.025875
51.71,0.10586883557374556,0.4388233458062371,0.077875,0.025875
51.72,0.10584288813833892,0.43892838934082085,0.077875,0.025875
51.730000000000004,0.1058166181315644,0.43903374806258194,0.077875,0.025875
51.74,0.10579338674306868,0.4391391006972491,0.077875,0.025875
51.75000000000001,0.10577171321062614,0.43924470898923007,0.077875,0.025875
51.76,0.10575592812142885,0.43934958679111125,0.077875,0.025875
51.77,0.10574379026344113,0.43945439660270946,0.07800000000000001,0.026250000000000002
51.78,0.10572640274487581,0.4395587030077614,0.07800000000000001,0.026000000000000002
51.790000000000006,0.10570756958641976,0.43966373023900424,0.07800000000000001,0.026000000000000002
51.8,0.10569953901732448,0.43976890486108655,0.07800000000000001,0.026000000000000002
51.81,0.10570238996427038,0.4398743330138104,0.07800000000000001,0.026000000000000002
51.82,0.10570450253593612,0.4399790595306645,0.07800000000000001,0.026000000000000002
51.830000000000005,0.10569857123054091,0.4400842021221064,0.07800000000000001,0.026000000000000002
51.839999999999996,0.10569432566012116,0.4401891676360935,0.07800000000000001,0.026000000000000002
51.85,0.10569901687374514,0.440294354560358,0.07800000000000001,0.026000000000000002
51.86,0.10570452600615127,0.44039994515663927,0.07800000000000001,0.026000000000000002
51.870000000000005,0.10570225355936376,0.44050650523252993,0.07800000000000001,0.026000000000000002
51.879999999999995,0.10569238953606444,0.4406135036321519,0.07800000000000001,0.026000000000000002
